Seed Number,Area ,Perimeter ,Length ,Width ,Length in Y ,Width in X ,Centroid X ,Centroid Y ,Ave Radial ,Radial Var ,CMRV ,Circular. ,Elongation ,S. Factor ,Germination
275,0.3246,2.2786,0.7837,0.5135,0.7802,0.5317,11.4933,19.6304,0.3262,0.0024,126.0485,0.8204,0.6552,1.1282,N
276,0.3805,2.748,0.8365,0.7467,0.8265,0.5722,13.831,19.8585,0.3438,0.0026,131.5651,0.8321,0.8927,1.2567,Y
277,0.3949,2.5264,0.849,0.5836,0.838,0.5837,15.5912,19.7296,0.3552,0.0025,123.8741,0.8352,0.6874,1.1341,Y
278,0.3407,2.3009,0.7787,0.7239,0.7687,0.5548,17.4165,19.8458,0.3322,0.0019,100.7962,0.8459,0.9296,1.112,Y
279,0.3473,2.3085,0.8143,0.5343,0.8091,0.5491,19.2904,19.802,0.3345,0.0025,126.931,0.8166,0.6561,1.1051,Y
280,0.4482,2.6372,0.9133,0.6021,0.9132,0.6068,21.2712,19.6329,0.3792,0.0032,144.6107,0.8271,0.6592,1.1113,N
281,0.3588,2.3376,0.7852,0.7128,0.7629,0.5664,22.8775,19.5322,0.3397,0.0015,76.7225,0.8608,0.9078,1.1009,Y
282,0.3472,2.4139,0.7479,0.5745,0.7456,0.6242,24.5411,19.6439,0.3321,0.0013,69.439,0.889,0.7682,1.1556,Y
283,0.2974,2.1591,0.7436,0.6625,0.734,0.5202,26.1391,19.4458,0.3076,0.0016,90.8808,0.8276,0.891,1.1169,Y
284,0.2649,2.0325,0.6911,0.5019,0.6762,0.5433,27.7603,19.6108,0.2914,0.0012,70.9756,0.8404,0.7262,1.114,Y
285,0.326,2.3107,0.8102,0.7236,0.7918,0.5086,29.151,19.6604,0.324,0.0031,165.0192,0.7952,0.8932,1.1417,Y
286,0.3354,2.4494,0.8177,0.5067,0.7918,0.5259,3.8224,21.7546,0.3275,0.0031,165.4475,0.7991,0.6196,1.1932,Y
287,0.332,2.3973,0.7951,0.513,0.7802,0.5317,5.7302,21.7111,0.328,0.0026,138.1996,0.8177,0.6453,1.1737,Y
288,0.3266,2.252,0.7531,0.7185,0.7167,0.6473,7.9894,21.6669,0.326,0.0012,65.4208,0.8564,0.9542,1.1116,Y
289,0.3087,2.2292,0.7598,0.7197,0.7398,0.5664,9.8385,21.5402,0.3169,0.0021,114.8718,0.8251,0.9471,1.1318,Y
290,0.2982,2.1684,0.7346,0.5055,0.7282,0.5086,11.6174,21.7479,0.3087,0.0017,96.6479,0.8389,0.6882,1.1201,Y
291,0.3673,2.3964,0.7968,0.5836,0.786,0.5837,14.0051,21.8133,0.3436,0.0015,74.7718,0.8582,0.7324,1.1155,Y
292,0.3818,2.5461,0.8741,0.8206,0.8496,0.5953,15.6173,21.6731,0.3513,0.0039,189.9605,0.7976,0.9388,1.1625,Y
293,0.3435,2.609,0.8086,0.551,0.8033,0.5837,17.4308,21.7471,0.3283,0.0026,138.0946,0.8179,0.6814,1.2557,Y
294,0.3359,2.3082,0.7506,0.5853,0.6184,0.7456,19.4341,21.8377,0.3318,0.0009,48.267,0.8712,0.7798,1.1235,Y
295,0.4088,2.527,0.8376,0.6044,0.8265,0.6068,21.2276,21.7107,0.362,0.0019,89.8365,0.8613,0.7216,1.1149,Y
296,0.3296,2.2515,0.7828,0.7329,0.7571,0.5664,22.9513,21.5616,0.3253,0.0016,85.5908,0.8276,0.9363,1.1064,Y
297,0.4209,2.735,0.9018,0.8507,0.8727,0.6878,24.8323,21.5851,0.3689,0.0036,170.8997,0.8118,0.9433,1.1892,N
298,0.4024,2.5912,0.8624,0.6924,0.8611,0.6242,26.5021,21.5221,0.3578,0.0027,130.1383,0.83,0.8029,1.1523,N
299,0.4132,2.6222,0.8915,0.8288,0.8727,0.6473,27.8906,21.5736,0.3633,0.0033,158.5914,0.8136,0.9296,1.1507,Y
300,0.3906,2.8089,0.882,0.8259,0.8669,0.6184,29.3407,21.4697,0.3487,0.0041,203.1139,0.7995,0.9364,1.2679,N
301,0.3709,2.5606,0.8642,0.546,0.8256,0.6512,2.2495,3.4602,0.3494,0.0033,161.4644,0.7952,0.6318,1.1861,Y
302,0.3664,2.6083,0.8947,0.4964,0.8895,0.5814,4.0619,3.7454,0.346,0.0052,260.5861,0.7634,0.5548,1.2156,Y
303,0.3732,2.7659,0.8348,0.7429,0.8372,0.5756,5.7553,3.7448,0.3481,0.0024,118.8265,0.8257,0.8899,1.2773,Y
304,0.342,2.5233,0.7938,0.5352,0.8023,0.5523,7.8876,3.9759,0.3299,0.0025,130.892,0.8314,0.6742,1.2171,Y
305,0.3164,2.4245,0.7359,0.5474,0.5698,0.7035,10.4272,3.6345,0.3143,0.0014,77.7287,0.8625,0.7439,1.216,Y
306,0.3566,2.7766,0.8219,0.7368,0.8198,0.5872,12.3609,3.7499,0.3386,0.003,152.9121,0.8199,0.8965,1.3116,N
307,0.3852,2.6519,0.8608,0.7692,0.8314,0.657,14.114,3.7301,0.3513,0.0029,142.2535,0.8136,0.8936,1.2053,N
308,0.3612,2.5391,0.8222,0.5496,0.8198,0.5814,16.1639,3.6582,0.3408,0.0027,136.0237,0.8248,0.6685,1.1918,Y
309,0.321,2.3384,0.7738,0.5125,0.7733,0.5174,18.0997,3.8332,0.3203,0.0023,124.3339,0.8262,0.6623,1.1643,Y
310,0.296,2.268,0.7537,0.6407,0.7442,0.4942,19.9952,4.0344,0.3069,0.0024,133.9161,0.8146,0.8502,1.1759,Y
311,0.3798,2.6821,0.8157,0.7083,0.814,0.593,21.8085,3.9211,0.3454,0.0019,96.5019,0.8526,0.8684,1.2277,Y
312,0.3195,2.3571,0.7537,0.5387,0.75,0.5407,23.62,4.0105,0.3185,0.0014,74.0537,0.8463,0.7147,1.1763,Y
313,0.3164,0.0164,0.0082,0,0.7907,0.5058,24.936,3.7616,0.2646,0,0,77.193,0,0.0082,Y
314,0.3218,2.492,0.7925,0.7693,0.7616,0.5698,26.7791,4.3089,0.323,0.0025,132.7584,0.8077,0.9707,1.2392,N
315,0.3924,2.7427,0.8608,0.8101,0.8372,0.6279,28.4398,4.3296,0.3549,0.0025,119.2569,0.8212,0.9411,1.235,Y
316,0.374,2.6472,0.8347,0.5575,0.8314,0.5756,1.8936,5.1366,0.349,0.0024,118.0375,0.8267,0.6679,1.2211,Y
317,0.392,2.6747,0.8861,0.5387,0.8779,0.5872,3.7156,5.3181,0.356,0.004,193.0194,0.7973,0.6079,1.205,Y
318,0.4095,2.6455,0.8702,0.7746,0.8547,0.5814,5.609,5.2769,0.3629,0.0028,130.8345,0.8298,0.8901,1.1662,N
319,0.396,2.7904,0.8995,0.7724,0.8953,0.5407,7.6701,5.425,0.359,0.0045,216.6676,0.7893,0.8587,1.2509,Y
320,0.3622,2.8129,0.8207,0.7647,0.814,0.6105,10.0916,5.4755,0.3413,0.0025,128.4603,0.8275,0.9318,1.3186,Y
321,0.3368,2.6776,0.825,0.666,0.8256,0.5233,12.2508,5.3682,0.3292,0.0036,186.8924,0.7938,0.8072,1.3014,Y
322,0.3034,2.3426,0.7291,0.6458,0.7151,0.5058,14.3495,5.5534,0.3105,0.0017,94.3952,0.8525,0.8857,1.1998,Y
323,0.2901,2.2621,0.7323,0.4961,0.7093,0.5407,16.2288,5.6712,0.3051,0.0018,99.8659,0.8298,0.6774,1.1848,Y
324,0.4289,2.9021,0.9056,0.8735,0.9012,0.6105,18.2479,5.7718,0.3732,0.004,186.4985,0.816,0.9645,1.25,Y
325,0.2669,2.0631,0.6972,0.4847,0.686,0.4884,20,5.9034,0.2919,0.0014,80.2299,0.8362,0.6951,1.1264,Y
326,0.3548,2.4256,0.7827,0.5658,0.7616,0.593,21.9563,5.9241,0.3373,0.0015,75.8622,0.8587,0.7229,1.1487,Y
327,0.2963,2.3562,0.7417,0.6921,0.7442,0.5058,23.7949,5.9747,0.3072,0.0018,100.03,0.8282,0.9331,1.221,Y
328,0.2743,2.2139,0.7121,0.664,0.7093,0.5,25.4428,6.1106,0.2966,0.0017,96.5614,0.8299,0.9324,1.1924,N
329,0.2944,2.2851,0.7839,0.6627,0.7849,0.4942,26.9477,6.3144,0.3082,0.0028,156.1332,0.7811,0.8454,1.1879,Y
330,0.37,2.7208,0.8517,0.7664,0.8314,0.5581,28.362,6.3679,0.3459,0.003,148.3355,0.8059,0.8999,1.2618,N
331,0.3433,2.5099,0.8125,0.6966,0.8081,0.564,1.779,7.0651,0.3321,0.002,102.8113,0.8137,0.8573,1.2085,Y
332,0.3635,2.5371,0.8117,0.5528,0.814,0.564,3.641,7.0774,0.3412,0.0021,108.3734,0.8381,0.6811,1.1871,Y
333,0.3294,2.3812,0.7474,0.7236,0.7384,0.6047,5.61,7.2727,0.3238,0.0014,72.4127,0.8665,0.9682,1.1704,Y
334,0.3723,2.631,0.8568,0.7354,0.8547,0.5465,7.8904,7.4304,0.3466,0.0033,165.8317,0.8036,0.8584,1.2164,Y
335,0.3015,2.4679,0.7602,0.6627,0.7616,0.4826,10.2035,7.5032,0.311,0.0028,152.6776,0.8151,0.8718,1.2678,Y
336,0.3162,2.4562,0.7991,0.6791,0.8081,0.4942,12.2664,7.5139,0.3182,0.0033,179.69,0.794,0.8499,1.2323,N
337,0.3748,2.6791,0.8349,0.7349,0.8314,0.5465,14.4729,7.7905,0.3446,0.0032,159.4305,0.8274,0.8802,1.2345,N
338,0.3352,2.6356,0.7851,0.704,0.7733,0.5407,16.2697,7.7198,0.3271,0.002,102.7346,0.8322,0.8967,1.2841,Y
339,0.3194,2.4654,0.7529,0.6612,0.7384,0.564,18.2609,7.7392,0.3196,0.0018,97.61,0.847,0.8782,1.2306,Y
340,0.3938,2.5933,0.8026,0.7719,0.8198,0.6337,20.0758,7.7994,0.3528,0.0015,72.0331,0.8822,0.9618,1.1658,N
341,0.4821,2.937,0.9278,0.6375,0.936,0.6395,21.6915,7.8332,0.3926,0.0033,145.494,0.8444,0.6871,1.1932,Y
342,0.3257,2.4575,0.7666,0.7395,0.7674,0.5291,23.63,7.9651,0.3243,0.002,105.821,0.8401,0.9647,1.2147,N
343,0.3998,2.9232,0.8616,0.7439,0.8488,0.6395,25.3973,8.0068,0.3568,0.0032,152.2799,0.8281,0.8634,1.3042,N
344,0.4042,2.6622,0.8267,0.7638,0.814,0.6047,27.1471,8.1878,0.3596,0.0018,84.9638,0.8677,0.9238,1.1813,N
345,0.3846,2.593,0.9138,0.8178,0.8953,0.5523,28.5167,8.1511,0.3529,0.0044,216.3025,0.7657,0.8949,1.1796,Y
346,0.377,2.5885,0.8421,0.7628,0.8372,0.593,1.9345,9.083,0.3486,0.0027,133.2196,0.8228,0.9059,1.1892,Y
347,0.4026,2.7316,0.8933,0.5586,0.8953,0.5698,3.7921,9.1796,0.3607,0.0038,182.6759,0.8015,0.6254,1.2145,Y
348,0.4177,2.7439,0.894,0.8186,0.8837,0.5988,5.6429,9.3554,0.3669,0.0034,158.8693,0.8158,0.9157,1.1976,Y
349,0.3549,2.5757,0.8326,0.538,0.8256,0.5523,7.8936,9.4909,0.3375,0.003,152.001,0.8074,0.6462,1.2197,Y
350,0.3778,2.6878,0.8396,0.5524,0.843,0.564,10.1937,9.579,0.3463,0.0028,138.3448,0.826,0.658,1.2335,Y
351,0.3198,2.4944,0.7984,0.7151,0.7849,0.5116,12.1444,9.681,0.3223,0.0028,147.9451,0.7993,0.8958,1.2443,Y
352,0.3623,2.7497,0.8768,0.7888,0.8663,0.5465,14.3242,9.7946,0.3407,0.004,203.1599,0.7745,0.8995,1.2888,Y
353,0.3991,2.6396,0.8402,0.7688,0.8372,0.6221,16.3031,10.0471,0.356,0.0021,100.4924,0.8484,0.915,1.1787,N
354,0.3454,2.4964,0.778,0.5669,0.7733,0.5698,18.196,10.0853,0.3323,0.0016,84.3322,0.8523,0.7287,1.1983,Y
355,0.3817,2.5989,0.8223,0.7675,0.8198,0.6337,20.1091,10.1519,0.3507,0.0022,106.3209,0.8478,0.9333,1.1867,Y
356,0.2938,2.3866,0.7334,0.6783,0.7326,0.5523,21.7054,10.1478,0.3101,0.0015,85.5757,0.8339,0.9248,1.2421,Y
357,0.2981,2.3534,0.7371,0.4947,0.7384,0.5058,23.4981,10.2554,0.3085,0.0018,102.2984,0.8358,0.6712,1.216,Y
358,0.3328,2.5963,0.7573,0.5476,0.7558,0.564,25.3773,10.3341,0.3254,0.0016,85.9992,0.8596,0.7232,1.2696,Y
359,0.3551,2.3855,0.7544,0.6665,0.7384,0.5872,26.8105,10.4691,0.3353,0.001,49.9488,0.8913,0.8834,1.1292,N
360,0.3763,2.5493,0.8125,0.7675,0.8081,0.5698,28.4454,10.5268,0.3459,0.002,99.9821,0.8519,0.9446,1.1724,Y
361,0.3794,2.5686,0.8502,0.5538,0.8488,0.564,2.0739,11.2801,0.3485,0.0028,138.5979,0.8175,0.6514,1.1764,N
362,0.2832,2.2889,0.7265,0.6648,0.7209,0.5523,3.806,11.437,0.2957,0.0033,192.7389,0.8265,0.915,1.2134,Y
363,0.3368,2.5221,0.8249,0.7164,0.8198,0.5523,5.786,11.6236,0.3367,0.0029,147.6798,0.7939,0.8685,1.2259,Y
364,0.4742,2.9729,0.9711,0.9024,0.9651,0.6628,7.9621,11.6059,0.3904,0.0049,215.9052,0.8001,0.9292,1.2179,Y
365,0.3675,2.5961,0.8602,0.7442,0.843,0.5523,10.2083,11.6565,0.3422,0.0036,181.004,0.7951,0.8651,1.2081,N
366,0.2946,2.2179,0.7084,0.6867,0.7035,0.5291,12.214,11.7389,0.3059,0.0014,79.6581,0.8646,0.9694,1.1527,Y
367,0.2829,2.416,0.6952,0.5164,0.686,0.5174,14.3791,11.8587,0.2987,0.0015,84.3866,0.8633,0.7428,1.2815,Y
368,0.2503,2.0585,0.6433,0.4906,0.6395,0.5,16.3615,11.8945,0.2819,0.0007,43.9091,0.8776,0.7626,1.1606,Y
369,0.4312,2.802,0.9234,0.8501,0.907,0.6221,18.1703,12.0418,0.3732,0.0041,189.7032,0.8024,0.9206,1.2037,Y
370,0.3853,2.6813,0.8372,0.7969,0.8372,0.564,20.0512,12.3674,0.3504,0.0027,132.5942,0.8366,0.9517,1.2185,Y
371,0.3256,2.3163,0.7803,0.6617,0.7791,0.5349,21.9674,12.4894,0.3233,0.0021,112.4935,0.8251,0.848,1.1451,Y
372,0.3477,2.6021,0.7771,0.7474,0.7733,0.5814,23.7805,12.4332,0.3352,0.0017,89.5191,0.8562,0.9618,1.2449,N
373,0.36,2.4515,0.7663,0.5791,0.7558,0.5814,25.4568,12.6604,0.3381,0.0013,63.6752,0.8835,0.7558,1.1526,Y
374,0.4649,2.9426,0.9202,0.8617,0.9186,0.6337,26.9763,12.6364,0.383,0.0032,143.8991,0.8362,0.9365,1.2174,Y
375,0.3175,2.4664,0.8154,0.7245,0.8023,0.5174,28.5223,12.6517,0.3212,0.0029,157.3813,0.7798,0.8886,1.2347,Y
376,0.3685,2.5165,0.7697,0.6209,0.7616,0.6221,2.0761,13.4973,0.3422,0.0012,58.6009,0.8899,0.8067,1.1694,Y
377,0.4114,2.7787,0.9185,0.7966,0.9128,0.5698,3.9594,13.5585,0.364,0.0045,212.8407,0.7879,0.8672,1.2222,Y
378,0.3653,2.5204,0.8642,0.7466,0.8605,0.5291,6.0301,13.6708,0.3416,0.0038,192.5551,0.7892,0.8639,1.1763,Y
379,0.3629,2.5153,0.8016,0.7355,0.7907,0.5814,8.0524,13.7416,0.3398,0.002,102.4202,0.848,0.9176,1.1779,N
380,0.3149,2.413,0.7857,0.7002,0.7791,0.5058,10.398,13.8522,0.3166,0.0027,144.0681,0.8059,0.8911,1.213,Y
381,0.3696,2.5431,0.851,0.5418,0.8488,0.5465,12.4929,13.9885,0.3439,0.0033,167.0461,0.8061,0.6367,1.1801,Y
382,0.3098,2.4259,0.7722,0.705,0.7558,0.5349,14.741,14.1218,0.3137,0.0022,123.0276,0.8133,0.913,1.2296,Y
383,0.3391,2.4475,0.7902,0.7465,0.7791,0.5407,16.566,14.0487,0.3289,0.0024,123.2894,0.8315,0.9447,1.1857,Y
384,0.3844,2.6029,0.8107,0.7909,0.8023,0.6395,18.3658,14.2575,0.35,0.002,99.4539,0.8629,0.9755,1.1844,Y
385,0.4302,2.8205,0.9397,0.8524,0.9302,0.6337,20.0614,14.425,0.3717,0.004,184.789,0.7876,0.9071,1.213,N
386,0.4254,2.837,0.8913,0.8512,0.8895,0.6221,21.9238,14.4763,0.371,0.0034,159.516,0.8256,0.9549,1.2271,N
387,0.375,2.5417,0.874,0.7451,0.8721,0.5233,23.9037,14.4609,0.3475,0.0039,193.0284,0.7906,0.8525,1.1708,Y
388,0.3274,2.5446,0.7581,0.5654,0.7558,0.5698,25.4505,14.6537,0.3221,0.0015,80.6102,0.8517,0.7458,1.2544,Y
389,0.3443,2.494,0.8207,0.7689,0.7907,0.5814,27.1348,14.6946,0.3335,0.0029,147.8172,0.8068,0.9369,1.1991,Y
390,0.3306,2.5442,0.7795,0.5302,0.7791,0.5349,28.3827,14.6208,0.3241,0.0021,109.1081,0.8323,0.6802,1.2482,Y
391,0.3423,2.4144,0.818,0.5296,0.8198,0.5349,1.9957,15.4983,0.331,0.0025,132.1397,0.8071,0.6474,1.1641,Y
392,0.388,2.6262,0.8768,0.7678,0.8663,0.5523,3.9856,15.5594,0.352,0.0035,172.2153,0.8016,0.8756,1.1894,Y
393,0.3485,2.4473,0.8182,0.6887,0.814,0.5407,5.8285,15.7575,0.3339,0.0027,140.1689,0.8142,0.8418,1.1694,Y
394,0.3872,2.6857,0.8889,0.774,0.8837,0.564,7.8919,15.729,0.3523,0.0042,202.7544,0.7898,0.8708,1.2176,N
395,0.4404,2.7699,0.8841,0.6234,0.8837,0.6337,10.206,15.7598,0.3742,0.0028,128.966,0.847,0.7051,1.1774,N
396,0.4045,2.6327,0.8717,0.5669,0.8663,0.5698,12.5996,15.7988,0.3593,0.0033,155.6493,0.8233,0.6504,1.1677,Y
397,0.3867,2.6639,0.8865,0.8218,0.8547,0.593,14.7779,15.9402,0.3525,0.004,196.5758,0.7915,0.927,1.2084,Y
398,0.4041,2.7166,0.8938,0.8031,0.8895,0.5756,16.6343,16.1587,0.3592,0.0037,177.5521,0.8025,0.8985,1.2055,Y
399,0.327,2.3767,0.753,0.5353,0.7384,0.5349,18.5569,16.2177,0.3232,0.0017,90.8124,0.8568,0.7108,1.1725,Y
400,0.4023,2.5969,0.8258,0.7986,0.8198,0.6686,20.3267,16.3184,0.3582,0.0018,87.3006,0.8667,0.967,1.155,N
401,0.3513,2.5635,0.808,0.541,0.7907,0.5988,22.1049,16.5128,0.3338,0.0023,120.8919,0.8278,0.6696,1.22,Y
402,0.4424,3.1378,0.8888,0.8242,0.8488,0.7442,23.9122,16.5222,0.3824,0.0025,112.523,0.8445,0.9274,1.3307,Y
403,0.3507,2.4822,0.7893,0.7529,0.7733,0.564,25.6842,16.5329,0.3346,0.002,104.6837,0.8465,0.9538,1.1824,Y
404,0.2616,2.1608,0.6767,0.6112,0.6105,0.6105,27.0427,16.6391,0.2888,0.0014,80.7153,0.8529,0.9032,1.1917,Y
405,0.3608,2.498,0.849,0.5325,0.8314,0.5581,28.2591,16.7556,0.341,0.0032,160.8819,0.7983,0.6272,1.1732,Y
406,0.3977,2.574,0.8659,0.7646,0.8488,0.5988,2.0158,17.3462,0.3568,0.0024,116.8303,0.8218,0.883,1.1514,Y
407,0.4011,2.6979,0.8814,0.5502,0.8779,0.5581,3.9113,17.3337,0.3581,0.0037,177.5274,0.8107,0.6243,1.2018,Y
408,0.4281,2.8323,0.9209,0.8127,0.9186,0.5814,5.8653,17.5282,0.3707,0.0042,194.3801,0.8017,0.8825,1.2211,Y
409,0.3435,2.4844,0.8039,0.5432,0.7965,0.5465,7.9307,17.6557,0.3322,0.0027,137.5408,0.8226,0.6757,1.1958,Y
410,0.4295,2.7441,0.8986,0.8281,0.8895,0.6337,10.3418,17.6274,0.3705,0.0028,132.1929,0.8229,0.9216,1.1812,Y
411,0.3361,2.3466,0.7936,0.7105,0.7849,0.5349,12.7768,17.7314,0.3272,0.0023,122.7744,0.8243,0.8952,1.1418,Y
412,0.4632,2.874,0.9367,0.8293,0.9302,0.6105,14.964,17.9297,0.3844,0.0035,154.5214,0.8199,0.8853,1.1912,Y
413,0.3389,2.4611,0.7927,0.5229,0.7791,0.5291,16.8754,18.1099,0.3286,0.0023,121.4866,0.8287,0.6597,1.1926,N
414,0.4265,2.6554,0.8864,0.7827,0.8837,0.6047,18.6084,18.2601,0.3692,0.0027,125.6469,0.8314,0.883,1.147,N
415,0.2735,2.2278,0.707,0.4803,0.6977,0.4884,20.4509,18.2546,0.2955,0.0015,86.1219,0.8347,0.6794,1.2017,Y
416,0.4026,2.7693,0.8536,0.5953,0.8488,0.6105,22.3003,18.3499,0.3584,0.0025,119.9221,0.8388,0.6975,1.2312,Y
417,0.349,2.4294,0.808,0.5419,0.7965,0.5407,23.9331,18.3412,0.3344,0.0023,116.062,0.825,0.6707,1.1601,Y
418,0.3533,2.5885,0.805,0.5445,0.8023,0.5465,25.4759,18.1697,0.3327,0.0026,132.1663,0.8331,0.6763,1.2285,Y
419,0.3128,2.2808,0.763,0.5164,0.7558,0.5174,26.9509,18.1025,0.3176,0.002,108.1071,0.827,0.6767,1.1505,Y
420,0.4652,2.9223,0.8708,0.6591,0.8663,0.6686,28.4661,18.2097,0.3826,0.002,89.9449,0.8838,0.7568,1.2087,N
421,0.3052,2.3539,0.7297,0.6962,0.7209,0.564,1.982,19.2462,0.3115,0.0013,71.815,0.8542,0.9541,1.202,Y
422,0.3592,2.634,0.7992,0.5659,0.7965,0.5814,3.6173,19.3795,0.3358,0.0019,99.3504,0.8462,0.708,1.2398,Y
423,0.3725,2.5391,0.8363,0.5474,0.8256,0.5988,5.4547,19.3361,0.3458,0.0028,141.6261,0.8235,0.6545,1.1735,Y
424,0.4587,2.8267,0.935,0.6022,0.9244,0.6047,7.7782,19.3217,0.3829,0.0039,174.3563,0.8173,0.6441,1.1774,Y
425,0.446,2.8269,0.9252,0.8512,0.9186,0.6453,10.2151,19.3432,0.377,0.0037,168.2395,0.8145,0.92,1.1941,Y
426,0.3983,2.5959,0.7925,0.6471,0.7733,0.6512,12.4635,19.5631,0.3554,0.0009,42.703,0.8986,0.8166,1.1603,Y
427,0.423,2.7118,0.8835,0.8105,0.8837,0.6279,15.0363,19.6932,0.3682,0.0028,132.1491,0.8307,0.9174,1.1762,Y
428,0.3414,2.464,0.8366,0.5122,0.8372,0.5174,16.9609,19.9199,0.3312,0.0033,173.2203,0.7881,0.6122,1.1895,Y
429,0.3769,2.5969,0.843,0.7977,0.843,0.5872,18.84,19.9325,0.3476,0.003,148.6156,0.8217,0.9462,1.1933,Y
430,0.3044,2.2706,0.7514,0.6992,0.7442,0.5465,20.6903,19.9505,0.3126,0.0022,119.2297,0.8285,0.9304,1.1609,Y
431,0.3927,2.6096,0.8415,0.8085,0.8314,0.6279,22.5343,20.0144,0.3537,0.0026,125.0075,0.8403,0.9608,1.1747,Y
432,0.3619,2.7497,0.804,0.5567,0.7907,0.6279,23.7885,20.0547,0.3358,0.0025,125.8876,0.8442,0.6924,1.2894,Y
433,0.4124,2.5944,0.8478,0.6006,0.843,0.6047,25.655,20.0674,0.362,0.0021,100.6876,0.8546,0.7085,1.1397,Y
434,0.3375,2.4339,0.7541,0.5462,0.7384,0.6395,26.9056,20.1361,0.3304,0.0013,66.2524,0.8692,0.7242,1.1819,Y
435,0.2919,2.2482,0.7218,0.6538,0.7151,0.5233,28.5086,20.1157,0.3045,0.0015,84.5962,0.8446,0.9057,1.1738,Y
436,0.3659,2.5065,0.7938,0.5877,0.7965,0.6105,2.0402,21.1529,0.3411,0.0015,77.5843,0.8599,0.7404,1.1688,Y
437,0.2648,2.092,0.6874,0.4896,0.686,0.4942,3.7804,21.3684,0.29,0.0014,81.5046,0.8447,0.7123,1.1469,Y
438,0.3737,2.5397,0.8461,0.7593,0.8372,0.5698,5.6797,21.254,0.3456,0.0031,156.4581,0.8153,0.8974,1.172,Y
439,0.3855,2.6265,0.8555,0.549,0.8488,0.5581,8.0571,21.4322,0.352,0.0031,153.7583,0.819,0.6418,1.1933,Y
440,0.3143,2.3194,0.7606,0.5164,0.75,0.5174,10.3576,21.6359,0.3157,0.002,110.8162,0.8318,0.6789,1.167,Y
441,0.3967,2.6452,0.9185,0.5369,0.9128,0.5407,12.2835,21.6401,0.3588,0.0045,216.1851,0.7738,0.5845,1.1847,Y
442,0.4415,2.7356,0.8768,0.6312,0.8663,0.6337,14.9282,21.8531,0.3747,0.002,89.6335,0.8551,0.7198,1.1614,Y
443,0.2917,2.3415,0.714,0.6701,0.7093,0.5174,16.9336,22.002,0.3041,0.0016,89.7491,0.8535,0.9385,1.223,Y
444,0.3421,2.4886,0.7959,0.7409,0.7849,0.5523,18.7902,21.8765,0.3293,0.0022,116.5023,0.8292,0.9309,1.2002,Y
445,0.31,2.461,0.7698,0.5093,0.7558,0.5291,20.4373,21.8405,0.315,0.0024,133.0518,0.8162,0.6616,1.2469,Y
446,0.4342,2.8414,0.8851,0.8375,0.8779,0.6686,21.8324,21.5785,0.3725,0.0025,117.3167,0.84,0.9462,1.2165,N
447,0.3951,2.6865,0.874,0.8083,0.8721,0.5872,23.9567,21.5713,0.3562,0.0033,157.9322,0.8115,0.9248,1.2056,N
448,0.3189,2.4965,0.7371,0.5308,0.7151,0.6395,25.372,21.8123,0.3188,0.0015,81.1657,0.8645,0.7202,1.2471,N
449,0.3423,2.5207,0.7868,0.7328,0.7791,0.564,27.1427,21.7993,0.3302,0.0019,98.653,0.8391,0.9313,1.2154,Y
450,0.3176,2.3163,0.7083,0.6059,0.6744,0.564,28.5141,21.694,0.3176,0.0006,34.6108,0.8978,0.8554,1.1594,N
451,0.2987,2.3926,0.7415,0.5213,0.7257,0.5828,4.562,2.9221,0.3158,0.0015,81.9745,0.8317,0.7031,1.2349,N
452,0.3062,2.401,0.7776,0.6767,0.7828,0.5085,6.2232,2.9152,0.3186,0.0019,106.7945,0.803,0.8702,1.2239,Y
453,0.249,2.3279,0.6976,0.4647,0.68,0.5143,8.1515,2.9085,0.2882,0.0014,84.3041,0.8071,0.6661,1.3161,N
454,0.3738,2.8037,0.8078,0.5995,0.8057,0.5942,9.8526,2.9939,0.3488,0.0015,76.6319,0.854,0.7421,1.2936,N
455,0.3022,2.6878,0.7375,0.6923,0.7314,0.5714,11.6363,3.0126,0.306,0.0022,125.0967,0.8411,0.9387,1.3793,N
456,0.4587,3.037,0.9598,0.6063,0.9599,0.6171,13.5653,2.9984,0.3878,0.0034,152.0555,0.7963,0.6318,1.2649,N
457,0.3204,2.6143,0.7895,0.5029,0.7999,0.5143,15.5143,2.9213,0.3189,0.0025,138.5491,0.809,0.6369,1.3028,Y
458,0.3318,2.4548,0.7697,0.7289,0.7657,0.5542,17.5546,2.9816,0.3273,0.0018,93.6609,0.8444,0.9469,1.2022,Y
459,0.2972,2.5061,0.7667,0.6815,0.7771,0.4914,19.4847,2.9374,0.3023,0.0031,177.3488,0.8024,0.8889,1.2967,Y
460,0.328,2.4799,0.7846,0.7074,0.8114,0.5314,21.4092,3.0544,0.3246,0.0024,128.6176,0.8236,0.9016,1.2214,Y
